Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 61,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 3,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 4,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 5,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 6,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 7,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 8,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 9,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 10,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 11,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 12,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 13,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 15,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 16,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 19,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 5,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 6,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 5,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 5,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 6,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 6,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 4,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 7,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 8,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 7,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 7,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 8,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 8,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 5,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 9,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 9,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 10,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 10,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 11,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 11,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 12,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 12,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 13,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 13,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 14,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 14,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 3,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 6,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 15,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 15,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 14,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 14,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 3,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 7,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 16,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 16,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 61,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 17,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 17,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 18,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 8,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 19,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 19,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 2,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 3,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 3,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 4,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 9,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 10,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Magic Number,The method contains a magic number: 11,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3ad86ba8,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2dfbae7b,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@478ba2bb,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4d25284e,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@34598f69,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@44a167ef,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5ea59bba,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleCondition,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3aa6af78,233
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Complex Method,Cyclomatic complexity of the method is 39,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 2,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 3,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 3,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 4,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 4,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 12,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 13,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 13,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 14,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 14,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 3,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 13,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 15,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 15,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 14,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 14,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 3,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 14,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 16,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 16,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 61,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 17,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 17,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 18,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 15,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 2,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 19,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 19,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 2,685
agrest,io.agrest.exp.parser,AgExpressionParser,simpleNotCondition,Magic Number,The method contains a magic number: 3,685
